content_id,title,channel,publish_date,views,clicks,utm_source,utm_medium,utm_campaign
CNT-00669,Youtube piece #669,youtube,2024-10-09,49671,1417,youtube,video,cmp_028
CNT-00670,Blog piece #670,blog,2024-03-11,2698,150,blog,content,
CNT-00671,Podcast piece #671,podcast,2024-12-22,5487,108,podcast,audio,cmp_027
CNT-00672,Podcast piece #672,podcast,2024-01-05,28539,615,podcast,audio,cmp_005
CNT-00673,Podcast piece #673,podcast,2024-10-28,12594,436,podcast,audio,cmp_026
CNT-00674,Blog piece #674,blog,2025-03-29,7516,437,blog,content,
CNT-00675,Instagram piece #675,instagram,2025-04-14,10284,543,instagram,social,cmp_013
CNT-00676,Blog piece #676,blog,2024-08-13,50,2,blog,content,cmp_006
CNT-00677,Podcast piece #677,podcast,2024-01-10,12860,294,podcast,audio,
CNT-00678,Instagram piece #678,instagram,2024-03-18,12168,448,instagram,social,cmp_009
CNT-00679,Podcast piece #679,podcast,2024-10-02,21108,1189,podcast,audio,
CNT-00680,Twitter piece #680,twitter,2024-09-04,22875,1221,twitter,social,cmp_015
CNT-00681,Podcast piece #681,podcast,2024-12-30,17380,970,podcast,audio,
CNT-00682,Podcast piece #682,podcast,2024-01-07,18550,885,podcast,audio,cmp_027
CNT-00683,Instagram piece #683,instagram,2024-11-18,50,2,instagram,social,cmp_022
CNT-00684,Instagram piece #684,instagram,2025-02-11,23845,466,instagram,social,cmp_013
CNT-00685,Newsletter piece #685,newsletter,2024-02-03,3198,139,newsletter,email,
CNT-00686,Blog piece #686,blog,2025-06-14,5943,189,blog,content,cmp_003
CNT-00687,Newsletter piece #687,newsletter,2024-04-13,4982,107,newsletter,email,cmp_024
CNT-00688,Podcast piece #688,podcast,2024-12-17,26030,703,podcast,audio,cmp_026
CNT-00689,Instagram piece #689,instagram,2025-02-14,20461,303,instagram,social,cmp_007
CNT-00690,Blog piece #690,blog,2024-10-03,8228,409,blog,content,
CNT-00691,Twitter piece #691,twitter,2024-05-29,15647,510,,social,cmp_015
CNT-00692,Blog piece #692,blog,2025-06-13,392,14,blog,content,cmp_006
CNT-00693,Podcast piece #693,podcast,2024-02-18,3929,43,podcast,audio,cmp_005
CNT-00694,Newsletter piece #694,newsletter,2024-12-08,12380,266,newsletter,email,
CNT-00695,Instagram piece #695,instagram,2024-12-18,28658,1521,instagram,social,cmp_022
CNT-00696,Blog piece #696,blog,2024-06-27,6227,366,blog,content,cmp_016
CNT-00697,Newsletter piece #697,newsletter,2025-04-02,11615,265,newsletter,email,cmp_008
CNT-00698,Blog piece #698,blog,2024-12-11,3745,112,blog,content,cmp_001
CNT-00699,Youtube piece #699,youtube,2024-06-14,32005,1342,youtube,video,
CNT-00700,Newsletter piece #700,newsletter,2024-10-04,11463,620,newsletter,email,
CNT-00701,Blog piece #701,blog,2025-06-17,9634,169,,content,
CNT-00702,Blog piece #702,blog,2024-09-14,5200,295,blog,content,cmp_003
CNT-00703,Newsletter piece #703,newsletter,2024-04-15,17307,564,,email,
CNT-00704,Podcast piece #704,podcast,2024-03-26,26949,361,podcast,audio,cmp_027
CNT-00705,Instagram piece #705,instagram,2024-08-22,22176,899,instagram,social,
CNT-00706,Youtube piece #706,youtube,2024-02-05,67075,2850,youtube,video,cmp_018
CNT-00707,Newsletter piece #707,newsletter,2024-10-05,5533,317,newsletter,email,
CNT-00708,Newsletter piece #708,newsletter,2025-03-21,7223,254,newsletter,email,cmp_024
CNT-00709,Newsletter piece #709,newsletter,2024-08-20,9746,263,newsletter,email,cmp_008
CNT-00710,Podcast piece #710,podcast,2024-05-19,5849,151,podcast,audio,cmp_027
CNT-00711,Newsletter piece #711,newsletter,2024-11-02,13084,303,newsletter,email,cmp_024
CNT-00712,Twitter piece #712,twitter,2025-02-25,12438,670,twitter,social,cmp_019
CNT-00713,Newsletter piece #713,newsletter,2024-08-13,7590,155,newsletter,email,
CNT-00714,Blog piece #714,blog,2024-10-05,9758,222,blog,content,
CNT-00715,Newsletter piece #715,newsletter,2024-07-11,9844,226,newsletter,email,
CNT-00716,Instagram piece #716,instagram,2025-05-18,15331,272,,social,cmp_022
CNT-00717,Youtube piece #717,youtube,2024-07-09,66651,966,youtube,video,cmp_004
CNT-00718,Twitter piece #718,twitter,2024-01-16,10986,369,twitter,social,cmp_019
CNT-00719,Instagram piece #719,instagram,2025-04-19,20902,254,instagram,social,cmp_010
CNT-00720,Newsletter piece #720,newsletter,2024-03-14,6848,248,newsletter,email,
CNT-00721,Instagram piece #721,instagram,2025-01-25,25178,1207,instagram,social,
CNT-00722,Newsletter piece #722,newsletter,2024-09-10,5841,270,,email,cmp_008
CNT-00723,Podcast piece #723,podcast,2024-08-01,1584,38,podcast,audio,
CNT-00724,Youtube piece #724,youtube,2025-06-17,51939,745,youtube,video,cmp_012
CNT-00725,Youtube piece #725,youtube,2024-08-11,64530,1973,,video,
CNT-00726,Podcast piece #726,podcast,2024-05-02,13896,397,podcast,audio,
CNT-00727,Podcast piece #727,podcast,2025-05-01,13028,626,podcast,audio,cmp_026
CNT-00728,Blog piece #728,blog,2024-03-02,4065,45,blog,content,
CNT-00729,Youtube piece #729,youtube,2024-05-08,21503,796,youtube,video,cmp_018
CNT-00730,Blog piece #730,blog,2024-07-16,6239,56,blog,content,
CNT-00731,Instagram piece #731,instagram,2024-02-10,7900,184,instagram,social,cmp_009
CNT-00732,Podcast piece #732,podcast,2024-12-22,15890,394,podcast,audio,
CNT-00733,Podcast piece #733,podcast,2024-06-13,19742,461,podcast,audio,cmp_005
CNT-00734,Blog piece #734,blog,2025-06-02,6876,190,blog,content,cmp_029
CNT-00735,Instagram piece #735,instagram,2024-09-01,19947,1162,instagram,social,cmp_013
CNT-00736,Podcast piece #736,podcast,2024-06-06,17939,715,podcast,audio,
CNT-00737,Youtube piece #737,youtube,2024-04-08,35075,1803,youtube,video,
CNT-00738,Twitter piece #738,twitter,2024-04-19,11611,385,twitter,social,
CNT-00739,Newsletter piece #739,newsletter,2025-05-16,635,13,newsletter,email,
CNT-00740,Youtube piece #740,youtube,2024-01-14,38220,2154,youtube,video,cmp_004
CNT-00741,Newsletter piece #741,newsletter,2024-03-03,2917,158,newsletter,email,
CNT-00742,Youtube piece #742,youtube,2024-09-29,79151,2810,youtube,video,
CNT-00743,Youtube piece #743,youtube,2024-08-09,56832,2597,youtube,video,cmp_021
CNT-00744,Blog piece #744,blog,2024-09-11,5601,210,blog,content,
CNT-00745,Podcast piece #745,podcast,2025-03-01,14624,555,podcast,audio,
CNT-00746,Newsletter piece #746,newsletter,2024-04-16,50,0,newsletter,email,cmp_024
CNT-00747,Blog piece #747,blog,2024-06-10,1237,69,blog,content,
CNT-00748,Instagram piece #748,instagram,2025-01-15,18222,536,instagram,social,
CNT-00749,Instagram piece #749,instagram,2024-09-03,13552,648,instagram,social,cmp_013
CNT-00750,Newsletter piece #750,newsletter,2025-02-10,6713,53,,email,cmp_008
CNT-00751,Podcast piece #751,podcast,2024-05-18,22622,534,podcast,audio,
CNT-00752,Youtube piece #752,youtube,2024-10-09,44052,2457,youtube,video,
CNT-00753,Podcast piece #753,podcast,2024-06-07,23293,375,podcast,audio,
CNT-00754,Twitter piece #754,twitter,2024-08-26,16465,351,twitter,social,
CNT-00755,Podcast piece #755,podcast,2024-08-10,13575,668,podcast,audio,
CNT-00756,Blog piece #756,blog,2024-04-07,255,9,blog,content,
CNT-00757,Podcast piece #757,podcast,2025-01-25,17689,850,podcast,audio,
CNT-00758,Newsletter piece #758,newsletter,2024-05-03,8770,466,newsletter,email,
CNT-00759,Podcast piece #759,podcast,2024-01-12,6515,70,podcast,audio,cmp_023
CNT-00760,Instagram piece #760,instagram,2025-05-29,8082,357,instagram,social,
CNT-00761,Newsletter piece #761,newsletter,2025-04-01,8112,102,newsletter,email,
CNT-00762,Twitter piece #762,twitter,2024-05-15,2579,65,twitter,social,
CNT-00763,Podcast piece #763,podcast,2025-02-12,14284,436,podcast,audio,
CNT-00764,Newsletter piece #764,newsletter,2024-07-21,12824,427,newsletter,email,cmp_030
CNT-00765,Blog piece #765,blog,2025-06-20,6032,291,blog,content,
CNT-00766,Youtube piece #766,youtube,2024-04-25,55408,2378,youtube,video,cmp_012
CNT-00767,Instagram piece #767,instagram,2024-01-25,22991,602,instagram,social,
CNT-00768,Podcast piece #768,podcast,2024-05-29,9560,295,podcast,audio,cmp_026
CNT-00769,Twitter piece #769,twitter,2024-03-28,13834,793,twitter,social,
CNT-00770,Instagram piece #770,instagram,2024-01-15,24868,642,instagram,social,cmp_013
CNT-00771,Youtube piece #771,youtube,2024-12-05,53546,995,youtube,video,cmp_018
CNT-00772,Podcast piece #772,podcast,2024-05-24,25815,1139,podcast,audio,cmp_005
CNT-00773,Instagram piece #773,instagram,2024-06-23,30212,1335,instagram,social,cmp_007
CNT-00774,Youtube piece #774,youtube,2025-02-01,51664,2187,youtube,video,
CNT-00775,Instagram piece #775,instagram,2024-04-20,48344,2019,instagram,social,cmp_007
CNT-00776,Instagram piece #776,instagram,2025-05-11,25173,1335,instagram,social,cmp_022
CNT-00777,Newsletter piece #777,newsletter,2024-01-23,18512,441,newsletter,email,
CNT-00778,Youtube piece #778,youtube,2024-12-21,60085,2618,youtube,video,cmp_021
CNT-00779,Instagram piece #779,instagram,2024-03-04,2924,158,instagram,social,cmp_022
CNT-00780,Instagram piece #780,instagram,2024-08-18,2733,43,instagram,social,
CNT-00781,Youtube piece #781,youtube,2025-01-26,4696,250,youtube,video,cmp_021
CNT-00782,Twitter piece #782,twitter,2025-03-12,10592,619,twitter,social,cmp_025
CNT-00783,Twitter piece #783,twitter,2024-07-30,6537,284,twitter,social,cmp_025
CNT-00784,Twitter piece #784,twitter,2025-03-16,4230,252,twitter,social,cmp_025
CNT-00785,Twitter piece #785,twitter,2024-11-21,20090,912,twitter,social,
CNT-00786,Twitter piece #786,twitter,2024-01-31,15672,749,twitter,social,cmp_019
CNT-00787,Instagram piece #787,instagram,2025-03-29,21323,876,instagram,social,cmp_009
CNT-00788,Youtube piece #788,youtube,2024-05-14,50,0,youtube,video,
CNT-00789,Instagram piece #789,instagram,2024-08-24,14135,132,,social,
CNT-00790,Twitter piece #790,twitter,2025-05-29,9030,469,twitter,social,
CNT-00791,Twitter piece #791,twitter,2025-01-31,8089,146,,social,
CNT-00792,Youtube piece #792,youtube,2024-10-03,45788,2628,youtube,video,
CNT-00793,Twitter piece #793,twitter,2024-07-28,27075,1604,twitter,social,cmp_017
CNT-00794,Newsletter piece #794,newsletter,2024-09-09,12434,375,newsletter,email,
CNT-00795,Newsletter piece #795,newsletter,2024-11-16,50,1,newsletter,email,
CNT-00796,Blog piece #796,blog,2024-02-09,11256,394,blog,content,
CNT-00797,Youtube piece #797,youtube,2024-09-08,18091,836,youtube,video,cmp_028
CNT-00798,Youtube piece #798,youtube,2024-07-13,41823,967,youtube,video,cmp_012
CNT-00799,Newsletter piece #799,newsletter,2024-06-19,2154,23,newsletter,email,cmp_030
CNT-00800,Newsletter piece #800,newsletter,2024-04-02,11096,505,newsletter,email,
CNT-00801,Blog piece #801,blog,2024-05-18,3509,32,blog,content,
CNT-00802,Twitter piece #802,twitter,2025-04-10,15962,202,twitter,social,
CNT-00803,Blog piece #803,blog,2024-06-16,5635,78,blog,content,cmp_016
CNT-00804,Blog piece #804,blog,2025-01-28,4187,191,blog,content,
CNT-00805,Twitter piece #805,twitter,2025-01-22,9949,167,twitter,social,
CNT-00806,Twitter piece #806,twitter,2024-06-15,11328,602,twitter,social,
CNT-00807,Newsletter piece #807,newsletter,2024-11-11,4999,155,newsletter,email,cmp_008
CNT-00808,Twitter piece #808,twitter,2024-01-04,23467,947,twitter,social,cmp_019
CNT-00809,Podcast piece #809,podcast,2024-01-06,6827,131,podcast,audio,cmp_027
CNT-00810,Youtube piece #810,youtube,2024-01-07,25235,522,youtube,video,
CNT-00811,Podcast piece #811,podcast,2024-07-31,19859,833,,audio,
CNT-00812,Blog piece #812,blog,2024-11-01,6617,166,blog,content,cmp_003
CNT-00813,Twitter piece #813,twitter,2024-10-18,3540,137,twitter,social,cmp_019
CNT-00814,Blog piece #814,blog,2025-01-03,2451,138,blog,content,cmp_006
CNT-00815,Newsletter piece #815,newsletter,2024-03-10,8489,96,newsletter,email,cmp_024
CNT-00816,Instagram piece #816,instagram,2025-06-23,50,1,instagram,social,cmp_007
CNT-00817,Youtube piece #817,youtube,2025-06-25,75943,3327,youtube,video,
CNT-00818,Instagram piece #818,instagram,2025-03-13,20779,824,instagram,social,cmp_022
CNT-00819,Instagram piece #819,instagram,2024-05-12,10356,475,instagram,social,
CNT-00820,Podcast piece #820,podcast,2024-08-26,8064,361,podcast,audio,cmp_005
CNT-00821,Newsletter piece #821,newsletter,2024-04-30,7742,309,newsletter,email,cmp_024
CNT-00822,Podcast piece #822,podcast,2024-08-05,8883,76,podcast,audio,cmp_005
CNT-00823,Instagram piece #823,instagram,2024-11-03,10330,85,instagram,social,cmp_022
CNT-00824,Podcast piece #824,podcast,2024-01-30,14665,751,podcast,audio,
CNT-00825,Blog piece #825,blog,2025-05-05,11559,480,blog,content,
CNT-00826,Podcast piece #826,podcast,2024-12-09,6916,221,podcast,audio,
CNT-00827,Youtube piece #827,youtube,2025-06-17,31764,775,youtube,video,cmp_028
CNT-00828,Instagram piece #828,instagram,2024-12-28,42198,482,instagram,social,
CNT-00829,Instagram piece #829,instagram,2025-01-19,4228,159,instagram,social,
CNT-00830,Instagram piece #830,instagram,2024-11-18,3887,174,instagram,social,cmp_009
CNT-00831,Instagram piece #831,instagram,2025-04-07,27365,966,instagram,social,cmp_007
CNT-00832,Twitter piece #832,twitter,2024-04-04,6633,206,,social,cmp_025
CNT-00833,Twitter piece #833,twitter,2024-07-13,7560,404,twitter,social,cmp_002
CNT-00834,Podcast piece #834,podcast,2024-05-15,23730,443,,audio,cmp_005
CNT-00835,Youtube piece #835,youtube,2024-11-14,82492,3209,youtube,video,cmp_004
CNT-00836,Youtube piece #836,youtube,2025-06-17,28025,1340,youtube,video,cmp_012
CNT-00837,Blog piece #837,blog,2024-08-02,4985,111,blog,content,cmp_001
CNT-00838,Instagram piece #838,instagram,2024-06-01,29790,482,instagram,social,
CNT-00839,Podcast piece #839,podcast,2025-06-10,24006,877,podcast,audio,
CNT-00840,Instagram piece #840,instagram,2024-09-07,31901,539,instagram,social,
CNT-00841,Podcast piece #841,podcast,2025-03-30,17073,938,,audio,cmp_005
CNT-00842,Newsletter piece #842,newsletter,2025-02-05,8364,144,newsletter,email,
CNT-00843,Blog piece #843,blog,2025-04-01,3679,185,blog,content,
CNT-00844,Podcast piece #844,podcast,2024-03-21,9800,574,podcast,audio,cmp_023
CNT-00845,Youtube piece #845,youtube,2025-04-24,64064,2659,youtube,video,cmp_011
CNT-00846,Twitter piece #846,twitter,2024-09-21,15561,863,twitter,social,
CNT-00847,Blog piece #847,blog,2024-12-04,7796,246,,content,cmp_006
CNT-00848,Newsletter piece #848,newsletter,2025-04-17,50,2,newsletter,email,cmp_030
CNT-00849,Twitter piece #849,twitter,2025-06-04,22599,1117,twitter,social,
CNT-00850,Instagram piece #850,instagram,2025-06-29,36672,1172,instagram,social,cmp_009
CNT-00851,Podcast piece #851,podcast,2024-06-11,23737,610,podcast,audio,
CNT-00852,Newsletter piece #852,newsletter,2024-12-16,7228,262,newsletter,email,
CNT-00853,Youtube piece #853,youtube,2025-05-13,72372,1803,youtube,video,cmp_012
CNT-00854,Newsletter piece #854,newsletter,2024-03-12,12253,479,newsletter,email,
CNT-00855,Newsletter piece #855,newsletter,2024-12-01,952,12,newsletter,email,
CNT-00856,Blog piece #856,blog,2024-01-01,6189,293,blog,content,cmp_006
CNT-00857,Newsletter piece #857,newsletter,2025-04-02,10430,255,newsletter,email,
CNT-00858,Instagram piece #858,instagram,2025-03-21,40815,1849,instagram,social,
CNT-00859,Podcast piece #859,podcast,2024-01-09,6776,352,podcast,audio,cmp_005
CNT-00860,Youtube piece #860,youtube,2025-01-02,24198,331,youtube,video,cmp_018
CNT-00861,Blog piece #861,blog,2025-02-07,1990,57,blog,content,cmp_003
CNT-00862,Newsletter piece #862,newsletter,2024-05-22,2639,46,newsletter,email,
CNT-00863,Newsletter piece #863,newsletter,2024-06-06,5666,82,,email,
CNT-00864,Twitter piece #864,twitter,2025-05-13,26194,1105,twitter,social,cmp_015
CNT-00865,Blog piece #865,blog,2025-03-01,10863,479,blog,content,
CNT-00866,Newsletter piece #866,newsletter,2025-06-05,177,5,newsletter,email,cmp_008
CNT-00867,Twitter piece #867,twitter,2025-03-10,4511,234,twitter,social,cmp_019
CNT-00868,Podcast piece #868,podcast,2025-01-10,7779,75,,audio,cmp_026
CNT-00869,Youtube piece #869,youtube,2025-05-08,55713,2561,youtube,video,
CNT-00870,Instagram piece #870,instagram,2025-04-21,20716,722,instagram,social,
CNT-00871,Twitter piece #871,twitter,2025-04-28,4755,203,twitter,social,cmp_025
CNT-00872,Instagram piece #872,instagram,2024-02-24,7738,425,instagram,social,cmp_013
CNT-00873,Podcast piece #873,podcast,2025-04-25,7779,204,podcast,audio,cmp_023
CNT-00874,Youtube piece #874,youtube,2024-11-07,34139,1563,youtube,video,cmp_018
CNT-00875,Podcast piece #875,podcast,2024-06-22,3200,74,podcast,audio,cmp_027
CNT-00876,Youtube piece #876,youtube,2024-05-09,27559,945,youtube,video,cmp_011
CNT-00877,Podcast piece #877,podcast,2024-10-14,13905,647,podcast,audio,
CNT-00878,Blog piece #878,blog,2024-06-03,8739,369,blog,content,cmp_029
CNT-00879,Blog piece #879,blog,2024-08-29,50,2,blog,content,cmp_003
CNT-00880,Podcast piece #880,podcast,2024-06-06,16526,852,podcast,audio,cmp_027
CNT-00881,Twitter piece #881,twitter,2025-03-26,11345,431,twitter,social,cmp_017
CNT-00882,Youtube piece #882,youtube,2024-02-23,28848,482,youtube,video,cmp_028
CNT-00883,Podcast piece #883,podcast,2024-08-27,4751,155,podcast,audio,
CNT-00884,Youtube piece #884,youtube,2024-10-22,73943,4156,youtube,video,
CNT-00885,Podcast piece #885,podcast,2024-02-12,24070,635,podcast,audio,
CNT-00886,Blog piece #886,blog,2024-10-06,8545,217,blog,content,cmp_020
CNT-00887,Podcast piece #887,podcast,2025-02-04,1902,39,podcast,audio,
CNT-00888,Podcast piece #888,podcast,2024-12-11,18265,789,podcast,audio,cmp_005
CNT-00889,Blog piece #889,blog,2024-01-09,6274,82,blog,content,cmp_003
CNT-00890,Blog piece #890,blog,2024-10-17,5513,116,,content,
CNT-00891,Youtube piece #891,youtube,2024-08-10,81646,3659,youtube,video,
CNT-00892,Twitter piece #892,twitter,2025-01-19,8857,373,twitter,social,
CNT-00893,Twitter piece #893,twitter,2024-04-23,10157,327,twitter,social,
CNT-00894,Instagram piece #894,instagram,2025-03-13,12492,549,instagram,social,
CNT-00895,Instagram piece #895,instagram,2024-06-14,24041,270,instagram,social,
CNT-00896,Instagram piece #896,instagram,2024-09-28,11559,199,,social,
CNT-00897,Twitter piece #897,twitter,2025-02-06,15642,242,twitter,social,cmp_002
CNT-00898,Newsletter piece #898,newsletter,2024-09-22,13031,174,,email,
CNT-00899,Instagram piece #899,instagram,2025-04-01,37382,1568,,social,cmp_013
CNT-00900,Instagram piece #900,instagram,2024-06-04,23822,1057,instagram,social,
CNT-00901,Podcast piece #901,podcast,2025-05-17,5931,271,podcast,audio,cmp_023
CNT-00902,Youtube piece #902,youtube,2025-01-28,48760,2809,youtube,video,cmp_021
CNT-00903,Podcast piece #903,podcast,2025-01-02,11173,121,podcast,audio,
CNT-00904,Instagram piece #904,instagram,2024-12-14,31705,386,instagram,social,
CNT-00905,Blog piece #905,blog,2024-07-26,6453,180,blog,content,
CNT-00906,Youtube piece #906,youtube,2025-01-02,51850,1726,youtube,video,cmp_011
CNT-00907,Twitter piece #907,twitter,2024-02-06,16019,622,twitter,social,cmp_025
CNT-00908,Blog piece #908,blog,2024-11-11,11378,386,blog,content,
CNT-00909,Youtube piece #909,youtube,2024-02-07,31959,1453,youtube,video,cmp_028
CNT-00910,Blog piece #910,blog,2025-06-19,8767,279,blog,content,
CNT-00911,Twitter piece #911,twitter,2024-08-26,13757,211,twitter,social,cmp_025
CNT-00912,Youtube piece #912,youtube,2024-09-05,41632,1851,youtube,video,cmp_004
CNT-00913,Instagram piece #913,instagram,2024-04-09,14228,551,instagram,social,cmp_013
CNT-00914,Podcast piece #914,podcast,2024-08-13,16496,186,podcast,audio,cmp_027
CNT-00915,Instagram piece #915,instagram,2024-05-03,39092,591,instagram,social,
CNT-00916,Youtube piece #916,youtube,2024-06-26,39654,1009,youtube,video,cmp_018
CNT-00917,Twitter piece #917,twitter,2025-01-13,4694,263,,social,cmp_025
CNT-00918,Newsletter piece #918,newsletter,2024-06-10,6301,55,newsletter,email,cmp_008
CNT-00919,Youtube piece #919,youtube,2024-10-17,2627,126,youtube,video,cmp_028
CNT-00920,Instagram piece #920,instagram,2025-06-19,34037,1069,instagram,social,cmp_007
CNT-00921,Podcast piece #921,podcast,2024-07-03,12465,156,podcast,audio,cmp_027
CNT-00922,Youtube piece #922,youtube,2024-08-29,8630,155,youtube,video,
CNT-00923,Podcast piece #923,podcast,2025-01-05,32222,1108,podcast,audio,
CNT-00924,Twitter piece #924,twitter,2024-10-10,50,0,twitter,social,cmp_019
CNT-00925,Newsletter piece #925,newsletter,2024-06-29,13833,149,newsletter,email,cmp_024
CNT-00926,Instagram piece #926,instagram,2025-04-09,47192,483,instagram,social,
CNT-00927,Twitter piece #927,twitter,2024-06-10,13834,194,twitter,social,
CNT-00928,Podcast piece #928,podcast,2024-11-29,4887,145,podcast,audio,
CNT-00929,Twitter piece #929,twitter,2024-04-22,10494,486,twitter,social,cmp_015
CNT-00930,Youtube piece #930,youtube,2025-04-27,55890,2147,,video,cmp_011
CNT-00931,Podcast piece #931,podcast,2025-04-10,18801,597,podcast,audio,cmp_026
CNT-00932,Twitter piece #932,twitter,2024-12-09,18263,266,twitter,social,cmp_015
CNT-00933,Youtube piece #933,youtube,2025-04-21,29010,750,youtube,video,
CNT-00934,Blog piece #934,blog,2024-06-23,6567,249,blog,content,cmp_014
CNT-00935,Podcast piece #935,podcast,2025-05-15,19073,622,podcast,audio,cmp_027
CNT-00936,Blog piece #936,blog,2024-09-09,4084,85,blog,content,cmp_016
CNT-00937,Twitter piece #937,twitter,2024-01-06,10117,602,twitter,social,cmp_019
CNT-00938,Podcast piece #938,podcast,2025-02-07,16337,537,podcast,audio,
CNT-00939,Newsletter piece #939,newsletter,2025-05-22,8365,72,newsletter,email,
CNT-00940,Twitter piece #940,twitter,2025-01-02,21190,495,twitter,social,cmp_019
CNT-00941,Blog piece #941,blog,2024-11-08,8100,305,blog,content,
CNT-00942,Newsletter piece #942,newsletter,2024-05-21,12526,669,newsletter,email,
CNT-00943,Instagram piece #943,instagram,2025-04-20,21803,885,instagram,social,
CNT-00944,Podcast piece #944,podcast,2024-02-03,14549,340,podcast,audio,
CNT-00945,Podcast piece #945,podcast,2024-07-31,15867,853,podcast,audio,cmp_026
CNT-00946,Youtube piece #946,youtube,2024-04-23,34215,955,youtube,video,cmp_012
CNT-00947,Twitter piece #947,twitter,2024-03-09,483,7,twitter,social,cmp_019
CNT-00948,Blog piece #948,blog,2024-08-02,3688,173,blog,content,cmp_006
CNT-00949,Podcast piece #949,podcast,2025-03-09,14447,374,podcast,audio,cmp_005
CNT-00950,Newsletter piece #950,newsletter,2025-06-28,9711,420,newsletter,email,cmp_030
CNT-00951,Instagram piece #951,instagram,2024-03-08,32348,405,instagram,social,cmp_007
CNT-00952,Youtube piece #952,youtube,2024-06-17,96888,2165,youtube,video,cmp_011
CNT-00953,Podcast piece #953,podcast,2024-01-24,8627,311,podcast,audio,cmp_027
CNT-00954,Blog piece #954,blog,2024-01-22,15166,351,,content,
CNT-00955,Twitter piece #955,twitter,2025-06-16,7442,192,twitter,social,cmp_025
CNT-00956,Blog piece #956,blog,2025-06-26,3074,159,blog,content,cmp_003
CNT-00957,Instagram piece #957,instagram,2024-06-24,24312,664,instagram,social,
CNT-00958,Twitter piece #958,twitter,2024-12-27,6992,159,twitter,social,
CNT-00959,Twitter piece #959,twitter,2024-10-19,13845,620,twitter,social,
CNT-00960,Twitter piece #960,twitter,2024-08-31,16072,226,twitter,social,
CNT-00961,Newsletter piece #961,newsletter,2024-09-23,5778,258,newsletter,email,
CNT-00962,Twitter piece #962,twitter,2025-01-16,15563,487,twitter,social,cmp_002
CNT-00963,Youtube piece #963,youtube,2025-02-18,86924,4979,youtube,video,cmp_028
CNT-00964,Podcast piece #964,podcast,2025-06-03,8538,215,podcast,audio,cmp_026
CNT-00965,Podcast piece #965,podcast,2024-05-30,19454,1088,podcast,audio,cmp_027
CNT-00966,Youtube piece #966,youtube,2024-05-22,3495,151,youtube,video,cmp_021
CNT-00967,Twitter piece #967,twitter,2025-04-01,8001,317,twitter,social,cmp_017
CNT-00968,Twitter piece #968,twitter,2024-01-24,16997,209,twitter,social,
CNT-00969,Youtube piece #969,youtube,2025-06-08,20295,798,youtube,video,cmp_028
CNT-00970,Instagram piece #970,instagram,2025-02-11,31438,493,instagram,social,cmp_010
CNT-00971,Youtube piece #971,youtube,2024-10-18,31984,996,youtube,video,cmp_018
CNT-00972,Blog piece #972,blog,2025-03-01,8556,426,blog,content,
CNT-00973,Newsletter piece #973,newsletter,2025-02-28,12083,150,newsletter,email,cmp_030
CNT-00974,Instagram piece #974,instagram,2024-03-08,35498,2006,instagram,social,cmp_007
CNT-00975,Newsletter piece #975,newsletter,2024-10-06,2746,123,newsletter,email,cmp_008
CNT-00976,Newsletter piece #976,newsletter,2024-10-23,11128,409,,email,
CNT-00977,Podcast piece #977,podcast,2024-11-07,240,4,podcast,audio,cmp_026
CNT-00978,Blog piece #978,blog,2025-04-28,6218,89,blog,content,cmp_003
CNT-00979,Newsletter piece #979,newsletter,2024-09-07,16035,539,newsletter,email,
CNT-00980,Instagram piece #980,instagram,2025-05-07,25991,972,instagram,social,
CNT-00981,Newsletter piece #981,newsletter,2024-05-02,2547,22,newsletter,email,
CNT-00982,Twitter piece #982,twitter,2024-11-23,20366,651,twitter,social,cmp_002
CNT-00983,Instagram piece #983,instagram,2025-01-04,50,1,instagram,social,cmp_007
CNT-00984,Podcast piece #984,podcast,2024-07-17,24614,1177,podcast,audio,cmp_023
CNT-00985,Podcast piece #985,podcast,2024-11-26,26724,1165,podcast,audio,
CNT-00986,Blog piece #986,blog,2025-01-06,1157,15,blog,content,
CNT-00987,Youtube piece #987,youtube,2024-05-20,19080,633,youtube,video,
CNT-00988,Youtube piece #988,youtube,2024-08-11,42027,673,youtube,video,cmp_021
CNT-00989,Podcast piece #989,podcast,2025-06-22,23066,1026,podcast,audio,cmp_005
CNT-00990,Youtube piece #990,youtube,2024-05-14,9899,554,youtube,video,cmp_012
CNT-00991,Twitter piece #991,twitter,2025-03-28,19475,929,twitter,social,
CNT-00992,Youtube piece #992,youtube,2024-05-01,21728,425,youtube,video,cmp_011
CNT-00993,Instagram piece #993,instagram,2024-05-08,31284,941,instagram,social,cmp_007
CNT-00994,Newsletter piece #994,newsletter,2025-03-17,21095,215,newsletter,email,
CNT-00995,Podcast piece #995,podcast,2024-03-01,50,0,podcast,audio,cmp_005
CNT-00996,Youtube piece #996,youtube,2024-07-29,56399,2174,youtube,video,
CNT-00997,Youtube piece #997,youtube,2024-04-02,72280,1620,youtube,video,cmp_021
CNT-00998,Blog piece #998,blog,2024-09-04,10723,367,,content,
CNT-00999,Youtube piece #999,youtube,2025-06-25,48624,1101,youtube,video,cmp_028
CNT-01000,Youtube piece #1000,youtube,2024-08-07,62230,3476,youtube,video,cmp_028
CNT-01001,Podcast piece #1001,podcast,2024-07-08,50,0,podcast,audio,cmp_023
